Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,VIX_Close,Economic_News_Flag,Sentiment_Score,Federal_Rate_Change_Flag,GeoPolitical_Risk_Score,Currency_Index,Close_Price_Normalized
1971-06-04,4.37,2.96,4.56,2.65,16685579,-32.2654,1.91,39.27,1,-0.555,1,31.39,80.09,0.015122289946763366
1954-04-23,63.73,65.89,66.72,63.34,9922348,3.3893,3.38,28.03,1,0.498,0,41.57,90.01,0.50065581359463
1942-06-10,9.91,9.52,10.41,7.57,8201669,-3.9354,2.84,45.64,1,-0.906,1,82.02,106.88,0.06573566854409381
1937-06-14,29.98,32.29,33.36,29.13,16618888,7.7051,4.23,39.15,0,-0.08,1,50.65,111.34,0.24141655736440087
1909-04-01,20.21,20.28,20.92,18.97,15178535,0.3464,1.95,19.8,1,0.082,1,69.15,84.59,0.1487539541702029
1979-05-04,2.32,1.1,2.59,0.8,6043912,-52.5862,1.79,39.15,1,0.207,0,27.98,115.77,0.0007715454054471119
1917-12-31,7.25,7.51,8.77,6.33,14434450,3.5862,2.44,14.9,0,0.092,0,14.27,86.9,0.05022760589460689
1904-06-20,81.76,82.57,82.91,81.12,7126492,0.9907,1.79,27.16,1,0.42,1,64.18,98.71,0.629349587223208
1981-05-21,31.66,30.83,32.07,30.1,19958088,-2.6216,1.97,46.61,1,0.821,1,92.82,107.81,0.23015199444487305
1977-04-04,16.52,16.28,17.83,15.09,3786299,-1.4528,2.74,21.42,0,0.498,0,88.03,84.46,0.11789213795231848
2003-11-26,54.48,54.82,55.22,52.5,8983459,0.6241,2.72,48.94,0,0.194,1,56.01,109.18,0.4152457372116349
1905-05-25,70.6,71.54,72.4,68.52,3699537,1.3314,3.88,22.02,1,-0.312,0,75.25,90.7,0.5442481290023917
1988-06-09,64.55,64.96,66.58,64.55,13390289,0.6352,2.03,18.04,1,-0.399,1,21.65,88.98,0.4934804413239718
1984-07-19,11.65,11.05,11.89,10.58,12690853,-5.1502,1.31,43.75,0,0.905,1,71.0,82.68,0.07754031324743461
1983-06-10,7.39,7.65,9.74,5.54,13007329,3.5183,4.2,17.6,1,-0.982,1,76.47,101.86,0.05130776946223285
1932-12-28,103.14,100.76,103.24,100.32,12708721,-2.3075,2.92,24.03,1,-0.877,1,21.55,108.32,0.7696936964740375
1907-07-02,43.22,43.4,44.9,42.82,10826030,0.4165,2.08,31.71,1,0.8,1,67.17,105.05,0.3271352519095748
1962-11-19,14.45,16.13,16.85,13.51,2642701,11.6263,3.34,18.61,1,0.32,1,51.15,80.76,0.11673481984414781
1920-10-05,31.0,30.51,31.86,30.19,14996912,-1.5806,1.67,33.78,1,0.302,1,2.77,82.63,0.2276830491474423
1952-07-09,96.97,98.89,100.25,95.75,1224318,1.98,4.5,46.75,0,-0.89,1,26.24,96.68,0.7552657973921764
1927-04-14,90.95,90.92,91.0,90.34,14707574,-0.033,0.66,11.31,0,-0.715,0,20.97,99.57,0.6937736285780418
1995-10-18,16.95,17.95,18.23,16.7,9053360,5.8997,1.53,34.37,0,0.404,1,57.25,80.33,0.13077694622328523
1984-05-25,19.9,19.13,20.24,18.78,7011781,-3.8693,1.46,47.13,1,-0.17,0,49.55,111.39,0.1398811820075611
1950-01-04,73.67,74.21,75.36,72.67,1371505,0.733,2.69,35.76,1,0.979,1,10.59,97.82,0.5648483913278295
1993-06-18,42.77,42.35,43.55,41.77,4811255,-0.982,1.78,38.5,0,-0.105,1,1.11,93.73,0.3190340251523802
1965-11-22,40.49,41.23,42.94,37.99,11746208,1.8276,4.95,35.13,1,0.163,0,69.42,85.85,0.3103927166113725
1934-06-21,84.11,83.76,86.19,83.6,4871646,-0.4161,2.59,40.41,0,0.261,0,87.93,91.55,0.6385309775480286
1912-06-21,45.64,46.11,46.18,45.01,15021915,1.0298,1.17,44.48,1,-0.471,1,63.96,92.89,0.3480441323971915
1948-04-14,64.9,66.96,67.03,64.19,10322933,3.1741,2.84,42.56,0,-0.103,1,5.99,87.98,0.508911349432914
1964-08-21,40.08,39.16,41.24,38.57,16427868,-2.2954,2.67,32.09,1,0.291,1,44.46,106.93,0.2944217267186173
1907-10-24,54.57,54.53,55.57,53.61,16101467,-0.0733,1.96,26.84,1,0.59,1,17.5,93.59,0.41300825553583825
2008-09-25,26.69,26.32,26.84,25.28,2630468,-1.3863,1.56,41.49,1,-0.973,0,63.23,106.62,0.19535529665920837
1997-06-10,37.63,36.49,38.99,35.48,16224986,-3.0295,3.51,13.92,0,-0.634,0,7.31,89.39,0.2738214643931795
1975-12-30,13.52,14.0,14.18,12.83,5115571,3.5503,1.35,21.48,0,0.16,0,82.37,82.01,0.10030090270812436
1999-04-15,51.63,52.5,52.98,51.06,8161387,1.6851,1.92,48.5,0,-0.337,1,33.02,104.74,0.39734588380526187
1995-02-14,38.96,38.31,39.41,37.19,596604,-1.6684,2.22,40.79,1,0.7,1,76.4,88.58,0.28786359077231694
1998-07-31,66.36,66.17,68.19,64.75,11325280,-0.2863,3.44,18.12,1,-0.377,0,71.27,99.67,0.5028161407298819
1923-04-02,43.2,42.61,44.02,41.66,10136748,-1.3657,2.36,49.52,1,0.597,0,11.05,112.35,0.32104004320654267
1943-10-13,15.45,15.6,16.85,15.27,11814659,0.9709,1.58,45.98,0,0.158,1,60.7,84.5,0.11264562919527812
1928-04-10,106.36,105.23,107.3,104.22,13432574,-1.0624,3.08,19.39,1,0.174,1,64.98,119.25,0.8041817760975232
1991-10-30,54.95,55.6,56.04,53.9,7029012,1.1829,2.14,33.46,0,-0.763,1,39.67,110.65,0.42126379137412234
1966-05-13,39.42,38.89,39.83,37.64,2511065,-1.3445,2.19,14.55,1,-0.629,1,73.18,115.94,0.2923385541239102
1942-04-24,4.47,4.69,5.62,3.44,2671989,4.9217,2.18,23.13,0,0.438,0,31.21,116.28,0.02847002546099838
1972-08-24,37.9,39.05,40.06,36.43,4854116,3.0343,3.63,20.94,0,-0.793,0,19.7,102.8,0.29357302677262553
1913-09-01,55.74,55.66,57.74,54.6,17052964,-0.1435,3.14,35.94,1,0.863,1,27.25,101.0,0.4217267186173906
1967-10-02,10.47,9.37,12.64,9.09,14623384,-10.5062,3.55,39.64,1,0.064,1,15.95,109.18,0.06457835043592314
1985-06-19,23.14,24.1,25.56,21.87,11372284,4.1487,3.69,23.15,1,-0.479,0,69.1,86.01,0.17822698865828254
2014-11-20,6.47,7.62,7.64,5.72,6868054,17.7743,1.92,31.26,1,-0.936,1,85.41,90.04,0.05107630584059871
1917-05-22,16.46,15.72,17.32,14.53,8848118,-4.4957,2.79,48.45,0,-0.786,0,48.91,119.25,0.11357148368181466
2013-12-24,16.4,17.05,18.15,15.3,12687897,3.9634,2.85,46.91,1,-0.679,1,35.16,88.88,0.12383303757426123
1977-09-05,20.36,19.11,21.32,19.05,18429473,-6.1395,2.27,26.47,1,-0.958,1,43.45,85.44,0.1397268729264717
1972-03-27,16.56,17.04,17.86,15.93,3111613,2.8986,1.93,15.35,1,0.182,1,18.41,110.44,0.12375588303371651
1918-06-26,14.07,13.95,14.51,13.77,9187343,-0.8529,0.74,27.81,0,0.655,0,29.15,108.01,0.0999151300054008
1983-07-13,8.12,9.04,9.38,7.44,6430530,11.33,1.94,23.16,0,-0.213,0,83.8,110.1,0.062032250597947675
1905-04-20,65.06,66.78,66.79,63.77,14442901,2.6437,3.02,14.86,1,-0.993,1,5.11,94.59,0.5075225677031092
1964-02-26,42.28,42.78,44.54,41.46,16422482,1.1826,3.08,15.21,0,-0.83,0,83.4,82.62,0.32235167039580276
2004-02-12,62.84,62.66,63.44,61.67,10291816,-0.2864,1.77,18.96,1,0.741,1,85.01,100.07,0.4757348969986883
1970-06-16,25.64,26.73,27.0,24.24,5934075,4.2512,2.76,20.51,1,0.9,0,99.54,83.28,0.19851863282154153
1907-08-20,47.74,48.53,48.88,47.32,16749926,1.6548,1.56,25.79,1,-0.735,1,52.5,111.43,0.3667155312090116
1977-03-04,9.09,9.22,9.74,8.4,12334061,1.4301,1.34,26.98,0,-0.481,0,41.12,94.94,0.06342103232775248
1977-09-19,15.8,16.38,16.53,14.93,17398547,3.6709,1.6,28.84,0,0.535,1,94.4,111.07,0.11866368335776559
1962-05-17,15.04,15.37,16.39,13.74,13879354,2.1941,2.65,35.95,1,-0.198,0,64.39,91.77,0.11087107476274977
1983-08-04,13.06,12.19,14.21,11.06,11648393,-6.6616,3.15,33.67,0,-0.418,0,15.92,107.28,0.08633593086953166
1967-01-26,19.31,16.95,19.42,14.12,5364127,-12.2216,5.3,21.63,1,-0.002,0,37.65,83.57,0.12306149216881412
1958-05-15,74.39,74.22,74.65,73.98,11636980,-0.2285,0.67,26.14,1,-0.06,1,63.53,101.61,0.5649255458683742
1929-09-11,112.02,113.38,113.54,109.84,16819608,1.2141,3.7,29.21,0,-0.469,1,64.78,92.07,0.8670627266414628
1942-06-08,8.3,10.02,10.2,7.64,10471307,20.7229,2.56,25.01,1,0.273,1,75.35,116.16,0.06959339557132936
2001-10-15,68.3,67.86,68.73,67.77,6612667,-0.6442,0.96,39.51,1,0.179,1,1.57,89.18,0.515855258081938
1942-11-02,15.75,15.95,16.56,15.52,12148120,1.2698,1.04,33.73,0,-0.714,0,0.59,113.91,0.115346038114343
1958-02-14,75.57,76.05,76.89,74.73,19691890,0.6352,2.16,39.58,1,0.227,1,63.17,97.15,0.5790448267880564
1975-08-06,18.71,19.11,19.35,18.56,17789381,2.1379,0.79,15.54,1,0.469,1,84.22,110.79,0.1397268729264717
2004-09-06,68.93,69.89,70.56,68.42,11721632,1.3927,2.14,24.3,1,-0.135,1,7.36,83.64,0.5315176298125144
2017-05-29,24.12,23.08,24.24,22.77,5384589,-4.3118,1.47,36.74,1,-0.839,0,23.26,118.29,0.17035722552272198
2016-11-21,17.35,17.61,18.66,16.48,16576451,1.4986,2.18,13.57,1,-0.179,0,94.71,97.29,0.12815369184476505
1987-10-13,45.5,42.92,46.04,42.5,3976932,-5.6703,3.54,25.49,0,0.739,0,98.0,85.78,0.3234318339634287
2004-06-16,64.61,63.58,66.11,63.55,2434053,-1.5942,2.56,13.77,1,-0.208,1,25.6,109.88,0.48283311472880175
1972-08-14,35.72,36.11,36.63,35.56,7321956,1.0918,1.07,39.43,1,-0.828,0,21.89,117.95,0.27088959185248046
2009-08-04,19.8,19.54,19.85,19.02,12409801,-1.3131,0.83,45.81,1,0.101,1,63.16,84.62,0.14304451816989427
1930-11-06,110.73,110.95,111.15,110.71,1306007,0.1987,0.44,29.29,1,-0.528,0,92.08,107.74,0.848314173289098
1999-01-28,58.27,58.62,59.43,57.95,18608420,0.6007,1.48,26.6,1,-0.782,1,21.76,110.02,0.44456446261862503
1923-08-31,51.23,49.62,52.88,49.27,8452183,-3.1427,3.61,38.57,0,0.018,1,56.06,105.49,0.3751253761283851
1928-08-06,109.16,108.75,109.18,108.67,13639615,-0.3756,0.51,28.87,1,0.497,0,4.02,85.77,0.8313401743692614
1938-10-03,9.33,8.89,10.07,8.35,8637109,-4.716,1.72,10.97,0,0.74,0,82.91,104.67,0.06087493248977702
1935-04-08,71.72,70.79,73.14,70.74,4612020,-1.2967,2.4,27.49,1,0.778,0,81.29,84.52,0.5384615384615385
1961-07-13,35.72,36.67,38.08,35.24,16907752,2.6596,2.84,19.51,1,-0.221,1,11.56,113.96,0.27521024612298434
1937-01-26,22.71,22.34,23.93,21.81,3728422,-1.6292,2.12,35.74,1,0.554,1,69.11,84.43,0.16464778952241338
1957-01-01,38.69,37.46,39.3,35.69,3964086,-3.1791,3.61,31.07,1,0.92,0,86.75,95.36,0.2813054548260165
1907-12-26,61.37,60.69,61.46,60.43,4722776,-1.108,1.03,41.55,0,-0.548,0,2.73,87.72,0.46053545251138023
1961-06-21,38.2,37.61,38.66,36.55,12243276,-1.5445,2.11,45.74,0,-0.731,0,23.69,102.94,0.28246277293418715
1912-01-16,22.56,23.86,24.27,21.37,10004283,5.7624,2.9,16.95,1,-0.993,0,39.09,85.05,0.17637527968520944
1987-02-18,52.17,54.65,56.2,50.63,7416052,4.7537,5.57,19.92,1,-0.442,1,54.24,83.27,0.41393411002237473
1989-03-02,64.82,64.87,66.15,64.64,6390591,0.0771,1.51,44.08,0,0.031,1,20.14,102.14,0.4927860504590695
1986-05-19,43.19,42.23,44.86,41.09,2752697,-2.2227,3.77,46.99,0,0.153,0,27.78,87.29,0.3181081706658436
1959-09-22,54.35,53.54,54.73,53.5,2282147,-1.4903,1.23,28.17,0,-0.427,1,54.02,99.31,0.40536995602191184
1981-06-18,28.42,28.63,30.28,28.33,17194907,0.7389,1.95,10.93,0,-0.813,1,43.42,105.82,0.2131779955250366
1986-10-14,39.77,40.55,41.17,39.63,6017229,1.9613,1.54,24.61,0,0.134,0,18.63,85.28,0.30514620785433216
1954-08-02,76.73,77.47,78.73,75.21,7819308,0.9644,3.52,23.53,1,0.058,1,28.2,114.6,0.5900007715454054
1994-12-09,37.4,36.59,38.09,36.49,17947201,-2.1658,1.6,46.21,1,-0.473,0,43.56,83.86,0.27459300979862666
1974-03-15,13.95,14.35,14.93,13.64,12174653,2.8674,1.29,25.22,0,-0.264,1,52.56,104.4,0.10300131162718924
1933-09-22,96.07,94.11,96.39,93.54,18153743,-2.0402,2.85,14.49,0,0.617,1,25.79,87.82,0.7183859270118045
2008-07-03,29.02,29.03,30.74,27.89,15760392,0.0345,2.85,33.09,0,0.619,1,80.88,95.09,0.21626417714682508
1946-04-19,32.12,29.56,33.55,29.1,134025,-7.9701,4.45,17.69,1,0.271,1,92.16,91.02,0.22035336779569475
1991-07-23,49.91,50.27,50.39,48.82,11687242,0.7213,1.57,15.91,0,0.83,1,40.89,96.24,0.3801404212637914
1967-04-13,14.28,14.1,14.95,14.02,19355053,-1.2605,0.93,23.32,0,0.653,1,54.84,95.37,0.10107244811357147
1982-10-25,6.49,6.43,7.85,4.87,1051566,-0.9245,2.98,11.64,0,-0.106,0,39.49,97.57,0.0418949155157781
1923-11-12,66.88,67.17,67.86,66.22,1357460,0.4336,1.64,13.77,1,-0.06,1,44.41,110.46,0.510531594784353
1983-10-28,15.47,14.32,16.24,14.21,11084204,-7.4337,2.03,30.03,1,-0.311,0,92.93,106.75,0.10276984800555512
1968-07-02,2.29,3.41,3.6,2.07,14497423,48.9083,1.53,29.56,1,-0.022,1,46.98,115.1,0.018594244271275363
2013-07-11,22.61,22.75,22.86,22.37,13673493,0.6192,0.49,49.56,1,-0.78,1,64.3,86.32,0.16781112568474654
1904-05-03,86.58,85.79,88.17,85.51,17742355,-0.9125,2.66,27.95,1,0.848,1,55.34,94.05,0.654193349278605
1948-08-16,79.16,79.73,80.5,78.82,6226393,0.7201,1.68,41.54,0,-0.264,0,21.36,83.97,0.6074376977085101
1959-08-14,59.49,58.81,61.13,58.08,358738,-1.143,3.05,26.94,1,-0.975,1,70.79,104.87,0.4460303988889746
2008-10-09,26.09,28.28,29.42,25.76,5050891,8.394,3.66,31.42,1,-0.425,1,17.13,119.74,0.21047758660597174
1913-03-25,42.36,41.61,42.72,41.41,4735073,-1.7705,1.31,28.04,0,0.535,0,24.68,106.16,0.31332458915207156
1985-01-22,14.64,16.13,17.83,14.16,17065817,10.1776,3.67,13.84,1,-0.363,0,3.28,102.25,0.11673481984414781
1950-05-30,65.93,66.87,66.93,65.84,1818776,1.4258,1.09,11.1,0,-0.347,1,47.43,90.82,0.5082169585680116
1926-08-02,95.54,94.56,95.58,93.2,17663966,-1.0257,2.38,37.23,1,-0.027,0,62.39,118.12,0.7218578813363166
2016-03-11,17.34,17.78,18.73,17.18,3095268,2.5375,1.55,34.57,0,-0.472,0,12.17,115.4,0.12946531903402514
1909-11-02,26.34,25.77,27.33,25.54,13012007,-2.164,1.79,38.25,0,-0.634,1,21.3,88.74,0.19111179692924926
1937-04-14,21.23,21.71,22.32,20.37,14766592,2.261,1.95,27.66,0,0.947,1,58.62,116.74,0.15978705346809657
1930-08-22,117.73,119.7,122.49,116.85,14250564,1.6733,5.64,36.01,0,-0.353,0,7.6,102.63,0.9158243962657202
1903-02-27,97.64,97.6,98.54,97.48,3225354,-0.041,1.06,32.91,0,0.853,1,65.4,103.65,0.7453128616619087
1904-05-31,83.16,82.79,83.41,82.37,16250865,-0.4449,1.04,16.35,1,-0.068,0,33.4,80.73,0.6310469871151918
2011-02-22,17.62,19.63,19.82,17.01,10266866,11.4075,2.81,35.53,0,0.677,1,97.73,80.92,0.14373890903479666
1908-11-03,23.42,24.02,24.82,22.65,8115648,2.5619,2.17,16.66,0,-0.402,0,45.85,118.24,0.17760975233392484
1968-02-19,11.73,11.34,12.14,11.14,13688454,-3.3248,1.0,39.52,0,-0.578,1,6.24,88.7,0.07977779492323123
1960-01-22,72.1,72.2,72.5,71.12,8439893,0.1387,1.38,48.97,1,-0.617,0,50.13,92.09,0.5493403286783427
1990-12-25,39.34,39.36,40.88,38.87,15386486,0.0508,2.01,12.64,1,0.5,0,20.6,84.87,0.2959648175295116
1957-03-06,30.5,30.0,31.22,28.95,14867059,-1.6393,2.27,10.71,1,-0.862,0,90.83,107.75,0.22374816757966204
2014-08-06,1.0,1.0,1.99,1.53,10011442,0.0,3.52,47.68,0,-0.645,0,80.05,84.46,0.0
1958-04-25,73.48,73.83,75.23,73.24,10880611,0.4763,1.99,29.75,0,0.223,1,59.12,102.29,0.5619165187871304
2017-08-02,21.24,20.14,22.39,17.5,9252273,-5.1789,4.89,15.44,0,0.791,0,14.92,119.48,0.14767379060257696
1963-07-29,21.6,21.07,22.8,20.34,6776598,-2.4537,2.46,48.92,0,-0.378,0,2.59,96.89,0.15484916287323508
1928-07-26,110.73,110.37,111.85,108.88,13727320,-0.3251,2.97,38.76,0,-0.538,1,98.05,101.06,0.8438392099375047
1960-03-24,65.66,64.82,65.79,64.69,2902442,-1.2793,1.1,15.39,0,0.813,1,45.42,91.26,0.4924002777563458
1958-03-04,76.6,75.08,78.37,74.98,11518160,-1.9843,3.39,15.01,1,0.113,0,97.7,117.2,0.5715608363552194
1996-05-06,13.4,11.97,14.07,10.72,13883286,-10.6716,3.35,11.11,0,-0.667,0,99.13,89.08,0.08463853097754802
1999-06-01,53.96,53.49,55.89,52.41,1171479,-0.871,3.48,23.64,0,0.678,0,5.23,90.5,0.4049841833191883
1927-02-16,87.73,89.1,90.31,87.29,12756318,1.5616,3.02,18.61,1,-0.751,0,83.0,92.25,0.6797315021989043
1990-05-10,40.06,39.54,40.41,39.03,11071735,-1.2981,1.38,41.77,0,0.326,1,8.86,113.74,0.29735359925931637
1933-09-15,93.61,93.55,93.76,91.87,9271415,-0.0641,1.89,19.73,1,-0.247,1,56.9,112.97,0.7140652727413008
1985-07-18,25.05,24.49,25.38,23.37,17346946,-2.2355,2.01,12.17,1,-0.411,0,10.06,103.99,0.18123601573952625
1949-10-17,70.13,69.42,70.48,68.5,2667263,-1.0124,1.98,16.52,0,-0.306,0,52.25,83.08,0.5278913664069129
1978-01-12,36.25,37.24,38.46,35.5,14805579,2.731,2.96,26.77,1,0.656,0,31.42,112.76,0.27960805493403285
2002-12-12,47.94,48.55,49.28,47.2,13061685,1.2724,2.08,27.66,0,0.274,1,13.67,84.59,0.366869840290101
1976-04-12,16.54,16.49,16.91,16.04,11762095,-0.3023,0.87,47.6,0,-0.481,0,25.63,114.78,0.11951238330375741
1998-06-08,75.68,75.81,77.64,75.43,10510816,0.1718,2.21,22.32,1,-0.791,0,97.2,97.41,0.5771931178149834
1952-09-05,97.88,99.13,100.39,97.68,16794168,1.2771,2.71,19.21,0,0.788,1,21.08,115.81,0.7571175063652495
1910-08-30,39.88,41.21,41.29,39.34,14258171,3.335,1.95,23.66,0,0.951,0,38.34,97.02,0.31023840753028314
1961-03-06,55.84,55.18,56.52,53.69,12646506,-1.1819,2.83,42.77,0,-0.077,0,25.02,88.04,0.41802330067124444
1994-03-18,39.26,39.31,39.54,39.25,3915839,0.1274,0.29,18.96,1,0.583,0,6.41,83.2,0.29557904482678804
1979-07-17,6.2,7.18,8.62,5.22,9093583,15.8065,3.4,26.85,0,-0.565,1,44.66,106.26,0.04768150605663143
1973-04-30,23.77,23.41,25.09,22.97,18713420,-1.5145,2.12,25.85,1,0.153,1,27.5,83.83,0.17290332536069747
1927-04-15,90.92,91.09,92.35,89.86,9166756,0.187,2.49,48.76,0,-0.105,0,28.89,108.97,0.695085255767302
1903-05-04,90.61,90.38,91.24,89.11,4956447,-0.2538,2.13,25.3,1,-0.565,0,17.6,108.17,0.6896072833886273
2004-03-25,59.64,60.77,62.98,58.28,3666764,1.8947,4.7,48.79,0,-0.751,1,34.19,109.75,0.46115268883573796
1945-01-05,15.97,17.27,17.63,15.58,4489764,8.1403,2.05,38.05,1,0.044,0,57.83,97.93,0.12553043746624487
1955-03-16,61.49,61.82,62.41,61.49,14950891,0.5367,0.92,20.81,0,0.309,0,1.27,117.12,0.4692539155929326
1910-09-12,45.73,44.32,47.02,43.01,13404079,-3.0833,4.01,46.06,0,-0.321,1,97.28,96.24,0.33423346963968825
1961-01-31,61.58,60.67,62.26,60.47,7514694,-1.4778,1.79,33.03,1,0.679,0,4.33,119.81,0.46038114343029085
1934-09-20,84.63,84.78,85.59,83.01,12939481,0.1772,2.58,19.63,0,-0.812,0,36.27,117.47,0.6464007406835892
1996-05-03,11.58,13.4,14.65,11.28,6181085,15.7168,3.37,35.46,0,0.715,0,46.79,90.3,0.0956716302754417
1997-03-11,30.69,31.56,31.77,30.08,15622902,2.8348,1.69,19.11,0,-0.501,0,70.86,117.13,0.23578427590463696
1932-11-21,109.48,108.22,110.42,107.97,1993569,-1.1509,2.45,37.59,0,0.371,1,28.35,119.91,0.8272509837203919
1944-11-15,7.35,6.95,7.81,5.77,10459744,-5.4422,2.04,39.12,1,-0.715,0,67.03,80.55,0.045906951624103076
1931-04-24,120.97,120.73,121.35,120.12,852919,-0.1984,1.23,23.74,1,-0.169,0,41.33,88.69,0.9237713139418253
1995-04-19,32.1,32.36,33.31,31.46,7491557,0.81,1.85,33.97,0,0.726,1,65.34,115.1,0.24195663914821383
1936-12-30,25.75,26.63,27.3,25.66,8003376,3.4175,1.64,42.16,0,-0.372,1,25.37,102.34,0.1977470874160944
1946-05-17,33.69,32.08,34.12,31.37,13156820,-4.7789,2.75,34.15,1,-0.904,1,54.02,80.92,0.23979631201296192
1941-05-13,17.16,15.9,18.32,15.04,4547067,-7.3427,3.28,42.2,1,0.758,1,67.31,92.76,0.11496026541161947
1993-02-12,43.66,43.64,44.22,43.06,1934914,-0.0458,1.16,15.25,1,-0.947,1,54.63,98.81,0.3289869608826479
1927-08-04,85.99,86.43,86.68,85.51,12953368,0.5117,1.17,31.05,0,-0.862,0,90.98,92.53,0.6591312398734666
2008-03-07,30.9,32.76,32.97,30.75,15935025,6.0194,2.22,24.46,1,-0.365,0,58.12,111.84,0.24504282077000228
1959-02-26,70.68,68.49,70.73,67.77,15510375,-3.0985,2.96,42.71,0,0.648,0,41.03,105.94,0.5207159941362549
1985-05-21,18.1,18.7,19.43,17.79,19039592,3.3149,1.64,40.04,1,0.111,1,40.54,94.13,0.13656353676413854
1967-12-27,7.38,8.24,8.6,7.14,11523772,11.6531,1.46,22.19,0,-0.108,0,49.17,116.14,0.055859887354370794
1916-02-18,25.98,25.53,26.6,24.74,16187063,-1.7321,1.86,35.11,1,0.182,1,79.63,111.19,0.18926008795617622
1931-12-21,124.44,125.19,125.23,123.39,16637861,0.6027,1.84,24.44,0,-0.241,1,18.17,104.59,0.9581822390247665
1999-12-28,72.15,73.47,74.25,70.89,10025656,1.8295,3.36,43.99,0,0.719,0,29.77,87.06,0.559138955327521
1951-04-12,73.01,73.97,75.12,71.95,603840,1.3149,3.17,43.5,1,0.612,0,46.98,96.12,0.5629966823547565
1952-03-31,91.75,91.62,93.39,90.91,2631549,-0.1417,2.48,22.13,0,-0.375,1,56.34,88.31,0.6991744464161715
1988-06-23,73.4,73.31,73.5,72.31,6470619,-0.1226,1.19,48.37,1,-0.111,0,58.9,115.0,0.5579044826788055
1978-06-30,22.23,21.88,22.44,19.79,17382792,-1.5744,2.65,45.02,0,-0.532,0,63.79,91.05,0.16109868065735666
1969-10-30,5.83,5.96,7.45,3.24,4065573,2.2298,4.21,19.07,0,-0.414,1,55.08,114.11,0.03826865211017668
1925-09-03,88.37,87.7,90.32,87.43,17067216,-0.7582,2.89,18.83,1,-0.583,1,80.71,82.84,0.6689298665226449
