Date,Open_Price,Close_Price,High_Price,Low_Price,Volume,Daily_Return_Pct,Volatility_Range,VIX_Close,Economic_News_Flag,Sentiment_Score,Federal_Rate_Change_Flag,GeoPolitical_Risk_Score,Currency_Index,Close_Price_Normalized
1902-10-02,97.72,97.57,98.69,97.42,8071379,-0.1535,1.27,42.92,1,-0.81,1,77.14,104.38,0.7450813980402746
1902-10-03,97.57,97.46,99.36,96.88,12361606,-0.1127,2.48,43.15,1,-0.957,0,47.93,99.71,0.7442326980942826
1902-10-06,97.46,98.93,99.45,96.65,143585,1.5083,2.8,16.4,1,0.062,1,21.42,119.96,0.7555744155543553
1902-10-07,98.93,98.43,100.4,97.54,16986772,-0.5054,2.86,12.84,1,-0.953,0,12.4,111.71,0.7517166885271198
1902-10-08,98.43,98.69,99.0,97.06,2584413,0.2641,1.94,22.44,0,0.607,1,97.67,99.37,0.7537227065812822
1902-10-09,98.69,98.87,99.12,98.32,2335000,0.1824,0.8,17.77,0,-0.273,1,80.83,91.5,0.755111488311087
1902-10-10,98.87,99.16,99.42,98.86,14481704,0.2933,0.56,42.03,1,-0.966,1,15.75,116.49,0.7573489699868836
1902-10-13,99.16,98.93,101.11,98.77,16366473,-0.2319,2.34,31.31,0,-0.163,0,10.73,98.61,0.7555744155543553
1902-10-14,98.93,99.38,99.55,98.71,18373392,0.4549,0.84,36.39,0,0.261,0,35.66,85.21,0.7590463698788672
1902-10-15,99.38,97.36,99.4,97.33,7754909,-2.0326,2.07,40.32,0,0.87,1,20.47,99.1,0.7434611526888357
1902-10-16,97.36,98.44,99.45,96.92,5774719,1.1093,2.53,44.61,0,-0.899,0,84.71,117.12,0.7517938430676645
1902-10-17,98.44,98.36,98.64,98.06,18438945,-0.0813,0.58,33.0,0,-0.729,0,48.84,80.15,0.7511766067433068
1902-10-20,98.36,95.86,99.84,93.7,11818070,-2.5417,6.14,33.94,0,0.208,0,89.23,101.91,0.7318879716071289
1902-10-21,95.86,97.09,97.87,95.09,7203230,1.2831,2.78,37.01,0,-0.253,0,71.47,91.91,0.7413779800941285
1902-10-22,97.09,96.96,98.49,96.91,16987294,-0.1339,1.58,35.0,0,-0.286,1,87.38,112.3,0.7403749710670471
1902-10-23,96.96,97.17,98.16,96.39,7455740,0.2166,1.77,45.86,1,-0.557,0,83.88,116.18,0.7419952164184862
1902-10-24,97.17,96.76,98.03,96.04,19632639,-0.4219,1.99,13.03,1,0.084,1,96.4,89.31,0.7388318802561531
1902-10-27,96.76,95.8,97.18,93.34,7713287,-0.9921,3.84,21.62,1,0.312,1,23.16,102.45,0.7314250443638608
1902-10-28,95.8,95.42,96.69,95.06,16137627,-0.3967,1.63,11.1,0,-0.454,0,55.2,93.61,0.7284931718231618
1902-10-29,95.42,95.97,97.68,95.3,17564192,0.5764,2.38,44.77,0,0.718,1,50.69,107.83,0.7327366715531207
1902-10-30,95.97,96.23,97.01,94.74,12603247,0.2709,2.27,29.77,0,0.181,1,13.32,115.17,0.7347426896072833
1902-10-31,96.23,94.91,96.85,93.7,17669187,-1.3717,3.15,43.1,0,0.486,0,14.29,80.8,0.7245582902553813
1902-11-03,94.91,95.14,95.99,94.74,18977237,0.2423,1.25,33.41,1,-0.823,0,78.56,99.6,0.7263328446879098
1902-11-04,95.14,93.92,95.29,93.91,17495683,-1.2823,1.38,14.48,1,-0.982,1,38.53,116.42,0.716919990741455
1902-11-05,93.92,92.95,94.71,91.79,5234207,-1.0328,2.92,13.09,1,-0.124,0,8.91,81.98,0.7094360003086182
1902-11-06,92.95,92.13,93.81,91.17,14588191,-0.8822,2.64,11.57,1,-0.574,0,49.69,89.24,0.7031093279839518
1902-11-07,92.13,91.26,92.27,89.89,7840141,-0.9443,2.38,21.38,1,0.282,1,77.5,97.55,0.6963968829565619
1902-11-10,91.26,90.49,91.57,90.43,10266834,-0.8437,1.14,46.96,1,0.507,1,9.39,119.63,0.6904559833346191
1902-11-11,90.49,90.76,91.59,90.47,1518175,0.2984,1.12,40.0,0,-0.179,1,94.9,82.35,0.6925391559293264
1902-11-12,90.76,92.22,92.59,90.26,7365795,1.6086,2.33,22.34,1,0.374,1,91.04,89.33,0.7038037188488542
1902-11-13,92.22,92.26,92.4,92.09,8603902,0.0434,0.31,24.29,0,-0.128,1,82.55,95.67,0.7041123370110332
1902-11-14,92.26,93.0,93.85,90.74,12340032,0.8021,3.11,33.09,0,0.747,1,83.42,116.21,0.7098217730113416
1902-11-17,93.0,92.07,93.51,91.36,3180761,-1.0,2.15,45.05,0,-0.137,0,10.46,85.51,0.7026464007406834
1902-11-18,92.07,92.17,92.8,90.99,17982750,0.1086,1.81,40.53,0,-0.535,0,98.43,116.01,0.7034179461461307
1902-11-19,92.17,93.22,93.27,91.29,598863,1.1392,1.98,45.35,1,-0.116,0,26.32,118.86,0.7115191729033252
1902-11-20,93.22,94.29,96.09,92.76,9285687,1.1478,3.33,10.61,0,-0.283,0,31.26,89.79,0.7197747087416093
1902-11-21,94.29,94.31,95.19,92.85,6655968,0.0212,2.34,49.07,0,0.817,1,0.23,92.0,0.7199290178226989
1902-11-24,94.31,94.32,94.49,93.63,16822573,0.0106,0.86,19.75,1,-0.744,0,78.56,88.01,0.7200061723632434
1902-11-25,94.32,94.01,95.08,93.23,766326,-0.3287,1.85,23.03,1,-0.747,0,98.57,93.08,0.7176143816063576
1902-11-26,94.01,93.77,95.21,92.57,15485150,-0.2553,2.64,35.79,1,0.174,1,9.03,90.37,0.7157626726332844
1902-11-27,93.77,93.36,94.36,91.36,18862804,-0.4372,3.0,42.78,1,0.445,0,91.84,84.64,0.7125993364709513
1902-11-28,93.36,93.78,94.99,93.2,549395,0.4499,1.79,23.65,1,0.718,1,36.6,111.16,0.7158398271738291
1902-12-01,93.78,95.45,96.18,93.67,16563634,1.7808,2.51,37.71,1,-0.341,1,13.13,84.64,0.7287246354447958
1902-12-02,95.45,94.96,96.24,94.84,8317316,-0.5134,1.4,46.98,1,0.047,0,43.07,104.53,0.724944062958105
1902-12-03,94.96,96.74,97.42,93.41,629525,1.8745,4.01,31.61,0,-0.502,1,72.56,93.09,0.7386775711750635
1902-12-04,96.74,96.4,97.69,95.13,7574447,-0.3515,2.56,32.08,0,-0.32,0,78.93,95.23,0.7360543167965434
1902-12-05,96.4,98.53,98.76,94.74,3712610,2.2095,4.02,38.19,0,0.686,1,8.84,117.41,0.7524882339325669
1902-12-08,98.53,98.07,99.26,96.79,244356,-0.4669,2.47,15.13,1,-0.747,1,96.05,84.13,0.7489391250675101
1902-12-09,98.07,97.73,98.88,97.03,11070723,-0.3467,1.85,38.51,0,-0.956,0,7.75,97.82,0.7463158706889901
1902-12-10,97.73,98.33,98.58,96.48,388790,0.6139,2.1,16.39,1,-0.383,0,40.35,101.74,0.7509451431216727
1902-12-11,98.33,98.01,98.85,94.82,18466444,-0.3254,4.03,48.43,1,-0.105,0,90.54,103.07,0.748476197824242
1902-12-12,98.01,98.09,98.29,97.94,15523647,0.0816,0.35,17.22,0,0.008,1,45.64,117.79,0.7490934341485995
1902-12-15,98.09,98.2,98.87,96.5,1504330,0.1121,2.37,28.27,1,0.596,0,93.12,109.55,0.7499421340945913
1902-12-16,98.2,96.97,98.35,96.38,1186880,-1.2525,1.97,41.78,0,0.752,0,61.22,87.91,0.740452125607592
1902-12-17,96.97,95.82,97.56,94.94,9802701,-1.1859,2.62,22.71,1,0.488,1,37.15,96.29,0.7315793534449502
1902-12-18,95.82,95.12,96.31,94.91,11198716,-0.7305,1.4,30.94,1,-0.767,1,98.77,94.44,0.7261785356068204
1902-12-19,95.12,94.53,95.97,94.17,17034380,-0.6203,1.8,12.73,0,-0.964,0,56.67,103.57,0.7216264177146825
1902-12-22,94.53,93.84,94.98,93.76,4811075,-0.7299,1.22,39.44,0,0.833,1,78.6,119.49,0.7163027544170975
1902-12-23,93.84,94.39,95.1,92.05,12879494,0.5861,3.05,14.21,0,0.668,1,68.57,114.99,0.7205462541470564
1902-12-24,94.39,93.17,95.43,92.94,18232747,-1.2925,2.49,39.14,1,-0.984,0,54.76,119.25,0.7111334002006018
1902-12-25,93.17,94.72,95.16,92.76,17775536,1.6636,2.4,14.86,1,-0.667,0,72.53,88.18,0.723092353985032
1902-12-26,94.72,94.98,95.31,91.47,3364908,0.2745,3.84,15.27,1,0.775,0,84.18,117.58,0.7250983720391944
1902-12-29,94.98,94.75,95.84,94.47,13523442,-0.2422,1.37,39.08,1,0.923,0,52.75,81.35,0.7233238176066661
1902-12-30,94.75,94.13,95.6,94.12,17916674,-0.6544,1.48,23.02,1,-0.912,1,74.15,96.86,0.7185402360928939
1902-12-31,94.13,95.26,97.4,93.79,5432660,1.2005,3.61,21.74,1,0.588,0,0.37,91.08,0.7272586991744463
1903-01-01,95.26,95.5,96.2,95.25,11498366,0.2519,0.95,21.66,0,-0.942,0,41.25,105.93,0.7291104081475195
1903-01-02,95.5,97.32,97.72,95.41,11023237,1.9058,2.31,33.51,0,0.621,1,68.03,84.13,0.7431525345266567
1903-01-05,97.32,97.4,97.65,96.81,10624841,0.0822,0.84,30.25,1,-0.972,1,18.75,99.85,0.7437697708510145
1903-01-06,97.4,98.29,98.52,97.36,9826290,0.9138,1.16,13.15,0,0.527,1,29.52,111.99,0.7506365249594937
1903-01-07,98.29,97.11,99.35,96.87,1386643,-1.2005,2.48,36.01,1,-0.816,1,2.59,90.72,0.7415322891752179
1903-01-08,97.11,97.4,97.59,95.37,16031836,0.2986,2.22,40.19,0,0.578,0,30.71,111.14,0.7437697708510145
1903-01-09,97.4,98.47,99.95,96.52,548345,1.0986,3.43,16.32,0,0.675,0,7.6,84.4,0.7520253066892986
1903-01-12,98.47,97.75,100.35,97.17,5084445,-0.7312,3.18,19.2,1,0.49,1,71.35,118.28,0.7464701797700795
1903-01-13,97.75,96.25,98.07,95.43,16667296,-1.5345,2.64,41.78,0,0.292,0,49.19,111.27,0.7348969986883727
1903-01-14,96.25,95.15,97.02,94.6,6162903,-1.1429,2.42,28.87,1,0.624,0,97.67,107.21,0.7264099992284545
1903-01-15,95.15,92.69,97.71,91.55,18748619,-2.5854,6.16,23.07,0,-0.39,1,9.82,94.83,0.7074299822544556
1903-01-16,92.69,92.74,93.13,92.42,11989876,0.0539,0.71,23.02,1,-0.513,1,37.27,116.01,0.7078157549571791
1903-01-19,92.74,92.63,93.21,92.58,9346766,-0.1186,0.63,48.74,0,-0.683,1,26.36,116.9,0.7069670550111873
1903-01-20,92.63,94.08,95.04,90.48,6067106,1.5654,4.56,26.49,1,-0.449,0,49.0,119.14,0.7181544633901704
1903-01-21,94.08,93.32,94.19,92.34,12749115,-0.8078,1.85,39.02,0,-0.398,1,52.08,94.9,0.7122907183087723
1903-01-22,93.32,92.33,93.81,91.12,12264411,-1.0609,2.69,19.53,0,0.757,0,45.78,100.04,0.704652418794846
1903-01-23,92.33,93.92,94.68,92.18,9279875,1.7221,2.5,28.96,0,-0.546,1,83.89,109.56,0.716919990741455
1903-01-26,93.92,92.01,94.28,91.43,1700396,-2.0336,2.85,46.99,0,0.469,0,33.13,97.95,0.7021834734974153
1903-01-27,92.01,92.98,94.3,90.17,13160919,1.0542,4.13,12.82,0,-0.155,1,52.11,118.22,0.7096674639302523
1903-01-28,92.98,93.12,94.16,92.67,17987605,0.1506,1.49,13.54,0,0.404,0,79.42,97.6,0.7107476274978781
1903-01-29,93.12,91.95,93.41,90.85,10255224,-1.2564,2.56,36.65,0,0.661,1,92.51,119.94,0.7017205462541469
1903-01-30,91.95,91.83,93.19,90.24,7349903,-0.1305,2.95,12.32,1,-0.187,0,99.09,89.56,0.7007946917676104
1903-02-02,91.83,91.23,92.05,90.75,13398372,-0.6534,1.3,28.24,0,-0.806,0,70.23,113.21,0.6961654193349278
1903-02-03,91.23,92.75,93.06,90.92,17964557,1.6661,2.14,28.01,0,0.855,1,64.18,94.47,0.7078929094977238
1903-02-04,92.75,91.15,93.6,90.22,17720739,-1.7251,3.38,19.36,0,-0.848,0,56.76,85.57,0.6955481830105701
1903-02-05,91.15,91.86,92.99,89.62,18064103,0.7789,3.37,32.93,0,0.446,1,38.41,90.93,0.7010261553892445
1903-02-06,91.86,93.14,93.14,91.44,14043554,1.3934,1.7,34.61,0,0.885,1,63.57,102.69,0.7109019365789675
1903-02-09,93.14,94.32,94.39,91.08,7202173,1.2669,3.31,13.45,0,-0.453,0,65.11,92.5,0.7200061723632434
1903-02-10,94.32,96.08,96.49,92.98,15061406,1.866,3.51,36.31,1,-0.689,0,51.02,93.68,0.7335853714991127
1903-02-11,96.08,97.56,98.44,95.64,16851329,1.5404,2.8,44.53,1,-0.422,0,72.03,96.88,0.7450042434997299
1903-02-12,97.56,97.22,98.62,95.46,7053757,-0.3485,3.16,25.92,0,-0.944,1,78.93,112.25,0.7423809891212096
1903-02-13,97.22,96.35,97.34,95.99,10420855,-0.8949,1.35,10.46,0,0.829,0,12.15,102.56,0.7356685440938198
1903-02-16,96.35,98.07,98.34,95.82,807689,1.7852,2.52,30.4,0,-0.471,1,37.69,90.53,0.7489391250675101
1903-02-17,98.07,96.37,98.13,95.98,1949396,-1.7335,2.15,10.85,0,0.048,1,14.63,110.96,0.7358228531749094
1903-02-18,96.37,96.34,97.52,95.73,6649546,-0.0311,1.79,46.3,1,-0.858,0,23.16,87.56,0.7355913895532751
1903-02-19,96.34,96.21,96.41,95.11,8334679,-0.1349,1.3,27.82,0,0.544,1,85.42,109.19,0.7345883805261939
1903-02-20,96.21,96.7,97.7,95.98,15111932,0.5093,1.72,10.73,1,-0.123,0,6.79,119.96,0.7383689530128847
1903-02-23,96.7,96.78,97.13,96.09,5823601,0.0827,1.04,29.05,0,-0.245,0,56.9,97.09,0.7389861893372425
1903-02-24,96.78,96.25,97.59,95.69,11975732,-0.5476,1.9,33.06,0,-0.208,0,91.77,89.07,0.7348969986883727
1903-02-25,96.25,97.93,100.31,95.46,16199248,1.7455,4.85,46.27,1,0.913,1,68.77,109.36,0.7478589614998843
1903-02-26,97.93,97.64,99.9,97.61,1172200,-0.2961,2.29,19.01,1,-0.777,1,97.19,116.21,0.7456214798240877
1903-02-27,97.64,97.6,98.54,97.48,3225354,-0.041,1.06,32.91,0,0.853,1,65.4,103.65,0.7453128616619087
1903-03-02,97.6,99.58,100.43,96.98,15252994,2.0287,3.45,31.34,0,0.124,0,99.95,82.56,0.7605894606897614
1903-03-03,99.58,99.05,100.15,98.77,4683897,-0.5322,1.38,14.3,1,0.141,1,99.83,95.43,0.7565002700408918
1903-03-04,99.05,96.74,99.24,95.15,7685153,-2.3322,4.09,48.47,0,-0.406,0,35.81,84.26,0.7386775711750635
1903-03-05,96.74,97.6,98.58,96.72,3808654,0.889,1.86,22.3,1,-0.287,1,22.95,86.6,0.7453128616619087
1903-03-06,97.6,98.56,99.73,95.94,14302047,0.9836,3.79,38.96,0,0.336,0,58.61,100.07,0.752719697554201
1903-03-09,98.56,97.81,99.99,97.16,11157963,-0.761,2.83,41.4,0,-0.309,0,72.37,96.67,0.7469331070133476
1903-03-10,97.81,96.73,98.51,95.53,15311913,-1.1042,2.98,37.59,0,0.224,1,84.26,80.31,0.7386004166345188
1903-03-11,96.73,96.72,98.21,96.64,3980993,-0.0103,1.57,14.73,0,0.324,0,2.39,105.64,0.7385232620939741
1903-03-12,96.72,95.86,98.8,94.47,8511883,-0.8892,4.33,25.12,0,-0.938,1,81.84,110.9,0.7318879716071289
1903-03-13,95.86,95.47,96.52,94.07,2100609,-0.4068,2.45,43.15,0,0.326,0,53.06,106.24,0.7288789445258852
1903-03-16,95.47,94.16,95.48,92.52,9649765,-1.3722,2.96,42.9,1,-0.874,0,12.58,98.43,0.7187716997145281
1903-03-17,94.16,92.76,94.72,92.11,8475741,-1.4868,2.61,19.78,1,0.484,1,49.34,112.61,0.7079700640382687
1903-03-18,92.76,92.27,93.59,91.73,9157014,-0.5282,1.86,31.53,1,0.532,1,41.25,96.81,0.7041894915515776
1903-03-19,92.27,92.45,93.35,92.26,17907333,0.1951,1.09,42.82,0,-0.709,0,0.5,99.89,0.7055782732813825
1903-03-20,92.45,92.9,93.43,92.24,9013742,0.4867,1.19,34.51,0,0.208,0,92.96,114.79,0.7090502276058945
1903-03-23,92.9,91.15,95.52,90.72,14560021,-1.8837,4.8,18.53,0,-0.72,0,34.55,87.63,0.6955481830105701
1903-03-24,91.15,91.65,92.56,90.51,8140979,0.5485,2.05,41.95,0,0.721,0,67.96,80.55,0.6994059100378056
1903-03-25,91.65,91.19,91.95,89.66,13471172,-0.5019,2.29,43.26,0,-0.026,0,23.74,89.77,0.6958568011727488
1903-03-26,91.19,91.99,92.75,91.18,1516012,0.8773,1.57,46.76,1,-0.397,1,64.4,83.11,0.7020291644163257
1903-03-27,91.99,91.33,92.03,90.47,3857974,-0.7175,1.56,43.49,1,0.549,1,34.91,107.23,0.6969369647403749
1903-03-30,91.33,90.95,92.73,90.72,8391923,-0.4161,2.01,35.35,1,0.978,1,11.29,109.12,0.6940050921996759
1903-03-31,90.95,91.79,92.92,90.42,12238391,0.9236,2.5,28.61,1,0.765,0,42.71,114.74,0.7004860736054317
1903-04-01,91.79,93.23,94.52,91.32,10813405,1.5688,3.2,49.92,1,0.586,0,90.45,80.02,0.7115963274438699
1903-04-02,93.23,92.67,94.73,92.16,19746976,-0.6007,2.57,49.27,0,-0.285,0,79.93,119.52,0.7072756731733663
1903-04-03,92.67,91.43,93.16,89.85,1235964,-1.3381,3.31,29.16,1,0.805,1,10.32,104.95,0.697708510145822
1903-04-06,91.43,91.76,92.17,90.94,973172,0.3609,1.23,40.33,0,0.297,1,44.68,94.09,0.7002546099837974
1903-04-07,91.76,91.33,92.34,90.65,4163309,-0.4686,1.69,23.44,1,-0.395,0,4.85,95.74,0.6969369647403749
1903-04-08,91.33,89.12,91.69,88.85,17706951,-2.4198,2.84,17.74,1,-0.995,1,44.42,99.86,0.6798858112799937
1903-04-09,89.12,90.07,91.84,88.72,5382591,1.066,3.12,46.37,0,-0.935,1,37.76,118.55,0.6872154926317413
1903-04-10,90.07,88.2,90.42,88.18,16420656,-2.0762,2.24,11.67,1,-0.533,0,48.65,83.47,0.6727875935498804
1903-04-13,88.2,89.88,90.11,87.38,19385965,1.9048,2.73,39.7,1,-0.929,0,91.62,83.44,0.6857495563613918
1903-04-14,89.88,87.59,91.31,86.37,11560083,-2.5478,4.94,43.73,0,-1.0,0,27.88,80.47,0.6680811665766531
1903-04-15,87.59,86.71,88.1,85.46,9596563,-1.0047,2.64,38.9,1,-0.498,0,81.33,86.7,0.6612915670087183
1903-04-16,86.71,87.19,88.77,85.74,10850240,0.5536,3.03,45.29,0,-0.063,0,88.42,114.37,0.6649949849548644
1903-04-17,87.19,87.91,87.98,86.71,7805092,0.8258,1.27,20.99,1,-0.897,1,49.23,103.98,0.6705501118740838
1903-04-20,87.91,87.56,88.74,86.27,6456228,-0.3981,2.47,41.42,1,-0.595,0,28.99,80.36,0.6678497029550188
1903-04-21,87.56,87.11,90.13,86.73,5625633,-0.5139,3.4,38.57,0,-0.955,0,53.07,99.96,0.6643777486305069
1903-04-22,87.11,87.14,87.28,85.41,8457956,0.0344,1.87,49.42,1,-0.516,1,66.22,105.96,0.664609212252141
1903-04-23,87.14,87.66,88.84,86.46,7495350,0.5967,2.38,46.51,1,-0.103,0,67.14,116.44,0.6686212483604659
1903-04-24,87.66,88.31,88.37,87.38,9030264,0.7415,0.99,12.54,1,0.83,1,75.1,91.4,0.6736362934958722
1903-04-27,88.31,87.19,89.18,86.25,10540139,-1.2683,2.93,15.25,0,0.245,1,90.58,80.26,0.6649949849548644
1903-04-28,87.19,88.39,89.06,86.56,8987324,1.3763,2.5,49.95,0,0.735,1,28.61,118.06,0.6742535298202299
1903-04-29,88.39,88.21,89.02,87.71,6771318,-0.2036,1.31,34.57,0,0.2,1,49.94,82.03,0.6728647480904251
1903-04-30,88.21,90.75,91.27,87.62,10643305,2.8795,3.65,13.77,0,0.201,1,30.13,96.17,0.6924620013887817
1903-05-01,90.75,90.61,91.76,88.96,17894649,-0.1543,2.8,23.14,0,-0.399,0,53.37,110.0,0.6913818378211556
1903-05-04,90.61,90.38,91.24,89.11,4956447,-0.2538,2.13,25.3,1,-0.565,0,17.6,108.17,0.6896072833886273
1903-05-05,90.38,89.57,90.64,88.06,1096530,-0.8962,2.58,12.89,1,0.696,0,65.97,116.72,0.6833577656045058
1903-05-06,89.57,90.04,91.57,88.53,17922698,0.5247,3.04,34.84,0,0.598,0,14.19,91.48,0.6869840290101072
1903-05-07,90.04,89.34,91.05,88.82,670451,-0.7774,2.23,47.89,1,0.308,0,58.16,118.14,0.6815832111719775
1903-05-08,89.34,91.62,93.24,89.23,9527504,2.552,4.01,38.1,0,-0.516,1,49.62,91.37,0.6991744464161715
1903-05-11,91.62,92.75,93.81,90.5,12585559,1.2334,3.31,44.34,1,0.752,0,67.22,97.75,0.7078929094977238
1903-05-12,92.75,92.63,92.9,90.06,13881009,-0.1294,2.84,46.96,1,0.845,0,61.9,115.9,0.7069670550111873
1903-05-13,92.63,91.52,93.67,90.52,18182801,-1.1983,3.15,49.25,1,0.984,0,54.3,109.34,0.6984029010107244
1903-05-14,91.52,88.87,92.61,87.63,6194467,-2.8955,4.98,42.45,1,0.498,1,27.53,88.5,0.677956947766376
1903-05-15,88.87,86.8,89.16,86.54,3548678,-2.3292,2.62,30.65,1,-0.539,1,82.73,110.47,0.6619859578736207
1903-05-18,86.8,85.97,87.72,85.91,16742016,-0.9562,1.81,12.81,0,0.568,1,47.62,82.0,0.6555821310084098
1903-05-19,85.97,86.92,87.86,84.7,15813088,1.105,3.16,12.12,0,-0.199,0,23.2,84.62,0.6629118123601574
1903-05-20,86.92,85.3,87.26,85.27,5679079,-1.8638,1.99,40.52,1,0.379,1,36.38,85.72,0.6504127767919141
1903-05-21,85.3,83.89,85.4,83.76,18605312,-1.653,1.64,20.13,0,0.945,0,52.71,98.39,0.63953398657511
1903-05-22,83.89,85.6,86.05,82.64,7452207,2.0384,3.41,26.3,1,-0.533,0,39.54,91.7,0.6527274130082554
1903-05-25,85.6,86.03,87.67,84.6,8085620,0.5023,3.07,42.15,0,-0.32,0,60.39,91.34,0.6560450582516781
1903-05-26,86.03,84.33,86.93,84.1,6669632,-1.9761,2.83,34.66,1,0.489,1,26.83,85.11,0.6429287863590771
1903-05-27,84.33,83.62,84.66,82.36,3626737,-0.8419,2.3,41.97,1,-0.844,0,60.28,105.41,0.6374508139804027
1903-05-28,83.62,82.37,84.43,81.06,10573867,-1.4949,3.37,32.07,1,-0.573,1,4.65,94.73,0.6278064964123138
1903-05-29,82.37,80.62,82.85,79.61,1805215,-2.1246,3.24,18.16,1,-0.073,1,99.68,82.37,0.6143044518169893
1903-06-01,80.62,78.54,82.32,78.33,5599593,-2.58,3.99,41.26,0,0.039,1,7.89,93.19,0.5982563073836895
1903-06-02,78.54,78.44,78.82,78.4,10044790,-0.1273,0.42,38.2,0,-0.766,1,51.81,106.97,0.5974847619782424
1903-06-03,78.44,78.11,79.79,75.95,422918,-0.4207,3.84,30.21,0,0.875,0,29.25,83.9,0.5949386621402668
1903-06-04,78.11,78.78,79.4,76.91,216739,0.8578,2.49,32.27,0,0.263,0,21.75,100.83,0.6001080163567625
1903-06-05,78.78,79.88,81.03,78.66,11071177,1.3963,2.37,12.24,1,0.191,0,54.72,93.62,0.6085950158166806
1903-06-08,79.88,81.19,82.82,79.33,12911416,1.64,3.49,38.42,0,-0.557,1,28.87,113.79,0.6187022606280379
1903-06-09,81.19,83.01,83.03,80.3,15832903,2.2417,2.73,39.86,1,0.34,1,74.86,109.13,0.6327443870071754
1903-06-10,83.01,82.1,83.72,80.76,9060820,-1.0963,2.96,36.66,0,-0.656,1,1.31,92.02,0.6257233238176065
1903-06-11,82.1,80.25,83.38,79.63,9638555,-2.2533,3.75,27.87,1,0.157,0,39.37,111.17,0.611449733816835
1903-06-12,80.25,80.28,80.43,80.03,5002666,0.0374,0.4,11.0,1,0.983,1,2.54,98.6,0.6116811974384693
1903-06-15,80.28,79.36,81.63,78.38,16870274,-1.146,3.25,35.93,1,-0.407,0,71.08,95.44,0.6045829797083557
1903-06-16,79.36,80.41,80.54,78.8,4231479,1.3231,1.74,40.28,1,0.155,0,49.46,107.39,0.6126842064655504
1903-06-17,80.41,80.51,80.69,79.8,19645578,0.1244,0.89,24.95,1,-0.99,1,6.14,118.84,0.6134557518709975
1903-06-18,80.51,78.99,80.88,77.94,2821864,-1.888,2.94,26.38,1,0.737,1,0.46,94.46,0.6017282617082014
1903-06-19,78.99,79.17,79.5,77.01,18201286,0.2279,2.49,16.82,1,0.672,1,52.23,97.12,0.6031170434380062
1903-06-22,79.17,79.12,80.15,78.53,5087696,-0.0632,1.62,35.78,1,0.982,0,38.48,117.4,0.6027312707352828
1903-06-23,79.12,77.8,79.35,76.74,8147252,-1.6684,2.61,41.05,1,0.19,0,22.08,82.5,0.5925468713833808
1903-06-24,77.8,77.92,78.73,76.87,19079791,0.1542,1.86,33.97,0,-0.458,0,29.21,98.85,0.5934727258699173
